Fecha_Ocurrencia,Direccion,Barrio,Vehiculos Involucrados,Heridos,Accidente con,Muertes,Clase de Accidente,Día,Mes,Año,Mortalidad,Mortalidad_label
2023-02-04,CALLE 18 CARRERA  19 -  MANCERA,MANCERA,2,1,HERIDOS,0,CHOQUE,4,2,2023,False,Sin mortalidad
2023-02-04,CALLE 15 CARRERA 17  -  CENTRO,CENTRO,1,1,HERIDOS,0,ATROPELLO,4,2,2023,False,Sin mortalidad
2023-02-06,CALLE 14 CARRERA 23 -  COOPERATIVO,COOPERATIVO,2,0,DAÃOS MATERIALES,0,CHOQUE,6,2,2023,False,Sin mortalidad
2023-02-07,CARRERA 14 CALLE  19 -  SAN CRISTOBAL,SAN CRISTOBAL,2,3,HERIDOS,0,CHOQUE,7,2,2023,False,Sin mortalidad
2023-02-06,CALLE 16B CARRERA 31 -  BACHUE,BACHUE,2,2,HERIDOS,0,CHOQUE,6,2,2023,False,Sin mortalidad
2023-02-07,CARRERA 23 CALLE  17 -  MANCERA,MANCERA,2,1,HERIDOS,0,CHOQUE,7,2,2023,False,Sin mortalidad
2023-02-09,CALLE 14 N. 30-59 -  BACHUE,BACHUE,1,1,HERIDOS,0,ATROPELLO,9,2,2023,False,Sin mortalidad
2023-02-12,CALLE 16 N. 17-73 -  SIN INFORMACIÃN DEL BARRIO,No registra,1,2,HERIDOS,0,ATROPELLO,12,2,2023,False,Sin mortalidad
2023-02-11,KILOMETRO 21 VIA ACACIAS /DINAMARCA  CAÃO HONDO,No registra,1,1,HERIDOS,0,CHOQUE,11,2,2023,False,Sin mortalidad
2023-02-12,KILOMETRO 21+400 MTS   VEREDA TRIUNFO   EL TRIUNFO,No registra,1,1,HERIDOS,0,CHOQUE,12,2,2023,False,Sin mortalidad
2023-02-19,KILOMETRO 6+900 MTS VIA ANTIGUA GUAMAL,No registra,2,2,HERIDOS,0,CHOQUE,19,2,2023,False,Sin mortalidad
2023-02-21,CALLE 13 CARRERA 21   SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,21,2,2023,False,Sin mortalidad
2023-02-22,CALLE 18 N 44937   VILLA TERESA,VILLA TERESA,1,1,HERIDOS,0,ATROPELLO,22,2,2023,False,Sin mortalidad
2023-02-18,KILOMETRO 3+100 MTS VIA BAQUEOS CHICHIMENE     LOMA DE TIGRE,No registra,1,1,HERIDOS,0,CHOQUE,18,2,2023,False,Sin mortalidad
2023-02-22,CALLE 14 CARRERA  33   BACHUE,BACHUE,2,1,HERIDOS,0,CHOQUE,22,2,2023,False,Sin mortalidad
2023-02-04,KILOMETRO 53+700 MTS     VÃA GRANADA-VILLAVICENCIO,Afueras de la ciudad,2,1,HERIDOS,0,CHOQUE,4,2,2023,False,Sin mortalidad
2023-02-06,KILOMETRO 56+100 MTS     VÃA GRANADA-VILLAVICENCIO,Afueras de la ciudad,2,1,HERIDOS,0,CHOQUE,6,2,2023,False,Sin mortalidad
2023-02-25,KILOMETRO 56+750 MTS     VÃA GRANADA-VILLAVICENCIO,Afueras de la ciudad,2,2,HERIDOS,0,CHOQUE,25,2,2023,False,Sin mortalidad
2023-03-11,CALLE 15 CARR  28   BACHUE,BACHUE,2,2,HERIDOS,0,CHOQUE,11,3,2023,False,Sin mortalidad
2023-03-11,CALLE 11 N.28A -27     LAS ACACIAS,LAS ACACIAS,1,1,HERIDOS,0,ATROPELLO,11,3,2023,False,Sin mortalidad
2023-03-10,CALLE 15 CARRERA 32   BACHUE,BACHUE,2,1,HERIDOS,0,CHOQUE,10,3,2023,False,Sin mortalidad
2023-03-10,CALLE 18 N 16-02    SAN CRISTOBAL,SAN CRISTOBAL,2,2,HERIDOS,0,CHOQUE,10,3,2023,False,Sin mortalidad
2023-03-05,DIAGONAL 5 N: 17-203    SIN INFORMACIÃN DEL BARRIO,No registra,2,2,HERIDOS,0,CHOQUE,5,3,2023,False,Sin mortalidad
2023-03-14,CALLE 14 CARRERA  21   SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,14,3,2023,False,Sin mortalidad
2023-03-14,CALLE 14 CARRERA 20   SIN INFORMACIÃN DEL BARRIO,No registra,1,1,HERIDOS,0,ATROPELLO,14,3,2023,False,Sin mortalidad
2023-03-20,CALLE 11 CARRERA 24   SIN INFORMACIÃN DEL BARRIO,No registra,2,2,HERIDOS,0,CHOQUE,20,3,2023,False,Sin mortalidad
2023-03-19,CARRERA 36 N. 12A-146   INDEPENDENCIA,INDEPENDENCIA,2,2,HERIDOS,0,CHOQUE,19,3,2023,False,Sin mortalidad
2023-03-17,CALLE 14 CARRERA 33   SIN INFORMACIÃN DEL BARRIO,No registra,2,3,HERIDOS,0,CHOQUE,17,3,2023,False,Sin mortalidad
2023-03-17,AVENIDA 23 N- 28B-05   VILLA DEL LLANO,VILLA DEL LLANO,2,1,HERIDOS,0,CHOQUE,17,3,2023,False,Sin mortalidad
2023-03-22,CALLE 15 CARRERA 22   SIN INFORMACIÃN DEL BARRIO,No registra,2,2,HERIDOS,0,CHOQUE,22,3,2023,False,Sin mortalidad
2023-03-24,CARRERA 21 N 14-36   COOPERATIVO,COOPERATIVO,1,1,HERIDOS,0,ATROPELLO,24,3,2023,False,Sin mortalidad
2023-03-28,CALLE 14 N. 21-94   COOPERATIVO,COOPERATIVO,1,1,HERIDOS,0,ATROPELLO,28,3,2023,False,Sin mortalidad
2023-04-04,AVENIDA 23 CARRERA 29A   SIN INFORMACIÃN DEL BARRIO,No registra,2,2,HERIDOS,0,CHOQUE,4,4,2023,False,Sin mortalidad
2023-04-04,CARRERA 14 CALLE 18   SAN CRISTOBAL,SAN CRISTOBAL,2,1,HERIDOS,0,CHOQUE,4,4,2023,False,Sin mortalidad
2023-04-07,CALLE 13 CARRERA  14   SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,7,4,2023,False,Sin mortalidad
2023-04-11,AVENIDA 23 FRENTE ALA ELECTRIFICADORA    SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,11,4,2023,False,Sin mortalidad
2023-04-12,CARRERA 23 N. 15-38   COOPERATIVO,COOPERATIVO,1,1,HERIDOS,0,ATROPELLO,12,4,2023,False,Sin mortalidad
2023-04-13,CALLE 14 CARRERA  34   BACHUE,BACHUE,2,1,HERIDOS,0,CHOQUE,13,4,2023,False,Sin mortalidad
2023-04-17,DIAGONAL 15 CARRERA 25   SIN INFORMACIÃN DEL BARRIO,No registra,2,2,HERIDOS,0,CHOQUE,17,4,2023,False,Sin mortalidad
2023-04-20,KILOMETRO 4 VIA DINAMARACA     SANTA TERESITA,No registra,2,0,DAÃOS MATERIALES,0,CHOQUE,20,4,2023,False,Sin mortalidad
2023-04-19,CARRERA 23 N 5-95   PABLO EMILIO RIVEROS,PABLO EMILIO RIVEROS,2,1,HERIDOS,0,CHOQUE,19,4,2023,False,Sin mortalidad
2023-04-24,CALLE 12 CARRERA 33   SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,24,4,2023,False,Sin mortalidad
2023-04-24,AVENIDA 23 CARRERA 27A   SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,24,4,2023,False,Sin mortalidad
2023-04-03,KILOMETRO 47+690 MTS     VÃA GRANADA-VILLAVICENCIO,Afueras de la ciudad,2,1,HERIDOS,0,CHOQUE,3,4,2023,False,Sin mortalidad
2023-04-02,KILOMETRO 47+690 MTS     VÃA GRANADA-VILLAVICENCIO EL CENTRO,Afueras de la ciudad,2,2,HERIDOS,0,CHOQUE,2,4,2023,False,Sin mortalidad
2023-04-19,KILOMETRO 56+570 MTS     VÃA GRANADA-VILLAVICENCIO,Afueras de la ciudad,1,0,MUERTOS,1,CHOQUE,19,4,2023,True,Con mortalidad
2023-05-03,AVENIDA 23 FRENTE 29-15    SIN INFORMACIÃN DEL BARRIO,No registra,2,2,HERIDOS,0,CHOQUE,3,5,2023,False,Sin mortalidad
2023-05-07,DIAGONAL 15 N 29A-21    VILLA LUCIA,VILLA LUCIA,1,2,HERIDOS,0,ATROPELLO,7,5,2023,False,Sin mortalidad
2023-05-06,CALLE 11 CARRERA 26   SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,6,5,2023,False,Sin mortalidad
2023-05-07,DIAGONAL 5 N 17-07    PABLO EMILIO RIVEROS,PABLO EMILIO RIVEROS,2,2,HERIDOS,0,ATROPELLO,7,5,2023,False,Sin mortalidad
2023-05-04,CALLE 14 CARRERA  45251   COOPERATIVO,COOPERATIVO,1,2,HERIDOS,0,ATROPELLO,4,5,2023,False,Sin mortalidad
2023-05-11,DIAGONAL 15 CARRERA 43 COLONIA PENAL,No registra,2,2,HERIDOS,0,CHOQUE,11,5,2023,False,Sin mortalidad
2023-05-14,KILOMETRO 23 +039 MTS      EL RESGUARDO,No registra,2,0,DAÃOS MATERIALES,0,CHOQUE,14,5,2023,False,Sin mortalidad
2023-05-12,CALLE 14 N 22-25    COOPERATIVO,COOPERATIVO,2,2,HERIDOS,0,CHOQUE,12,5,2023,False,Sin mortalidad
2023-05-14,CALLE 11 N 28-03    LAS ACACIAS,LAS ACACIAS,2,2,HERIDOS,0,CHOQUE,14,5,2023,False,Sin mortalidad
2023-05-16,CALLE 10A CARRERA 26   SIN INFORMACIÃN DEL BARRIO,No registra,2,2,HERIDOS,0,CHOQUE,16,5,2023,False,Sin mortalidad
2023-05-22,KILOMETRO 23+580 MTS DIAGONAL MANGA DE COLEO    VÃA GRANADA-VILLAVICENCIO,Afueras de la ciudad,2,3,HERIDOS,0,CHOQUE,22,5,2023,False,Sin mortalidad
2023-05-20,CALLE 14 CARRERA 35   BACHUE,BACHUE,2,1,HERIDOS,0,CHOQUE,20,5,2023,False,Sin mortalidad
2023-05-19,CARRERA 23 DIAGONAL  15   SIN INFORMACIÃN DEL BARRIO,No registra,2,3,HERIDOS,0,CHOQUE,19,5,2023,False,Sin mortalidad
2023-05-21,KILOMETRO 57+700 MTS     VÃA GRANADA-VILLAVICENCIO,Afueras de la ciudad,2,0,MUERTOS,2,CHOQUE,21,5,2023,True,Con mortalidad
2023-05-23,KILOMETRO 57+650 MTS     VÃA GRANADA-VILLAVICENCIO,Afueras de la ciudad,2,0,MUERTOS,1,CHOQUE,23,5,2023,True,Con mortalidad
2023-05-29,CARRERA 16 CALLE  17   SAN CRISTOBAL,SAN CRISTOBAL,2,2,HERIDOS,0,CHOQUE,29,5,2023,False,Sin mortalidad
2023-05-27,KILOMETRO 3+200 MTS VIA GRAVICON,No registra,2,0,DAÃOS MATERIALES,0,CHOQUE,27,5,2023,False,Sin mortalidad
2023-05-30,KILOMETRO 47+500 MTS,No registra,2,1,HERIDOS,0,CHOQUE,30,5,2023,False,Sin mortalidad
2023-05-30,CARRERA 23 N 27A-25    SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,30,5,2023,False,Sin mortalidad
2023-06-07,DIAGONAL 15 N. 22-54,No registra,3,3,HERIDOS,0,CHOQUE,7,6,2023,False,Sin mortalidad
2023-06-08,KILOMETRO 26 + 800 MTS VIA VILLAVICENCIO    VÃA ACACÃAS-VILLAVICENCIO,VÃA ACACÃAS-VILLAVICENCIO,2,2,HERIDOS,0,CHOQUE,8,6,2023,False,Sin mortalidad
2023-06-12,CALLE 18 CON 15 INTERSECCION    SIN INFORMACIÃN DEL BARRIO,No registra,2,3,HERIDOS,0,CHOQUE,12,6,2023,False,Sin mortalidad
2023-06-22,CALLE 14 # 20    CENTRO,CENTRO,1,1,HERIDOS,0,ATROPELLO,22,6,2023,False,Sin mortalidad
2023-06-23,CALLE 11 33-12    SAMAN,SAMAN,2,2,HERIDOS,0,CHOQUE,23,6,2023,False,Sin mortalidad
2023-06-24,CALLE 14 CARRERA  15   CENTRO,CENTRO,2,2,HERIDOS,0,CHOQUE,24,6,2023,False,Sin mortalidad
2023-06-28,CARRERA 23 N.18-24    MANCERA,MANCERA,1,0,MUERTOS,1,CHOQUE,28,6,2023,True,Con mortalidad
2023-06-25,KILOMETRO 46+690 MTS     VÃA GRANADA-VILLAVICENCIO,Afueras de la ciudad,2,1,HERIDOS,0,CHOQUE,25,6,2023,False,Sin mortalidad
2023-06-30,CALLE 17 CARRERA 6   POPULAR,POPULAR,2,1,HERIDOS,0,CHOQUE,30,6,2023,False,Sin mortalidad
2023-07-04,AVENIDA 23 N. 27B-30B    SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,4,7,2023,False,Sin mortalidad
2023-07-10,CARRERA 45A CALLE 16   COLINAS,COLINAS,2,1,HERIDOS,0,CHOQUE,10,7,2023,False,Sin mortalidad
2023-07-07,CALLE 10A CARRERA 25   SIN INFORMACIÃN DEL BARRIO,No registra,2,2,HERIDOS,0,CHOQUE,7,7,2023,False,Sin mortalidad
2023-07-12,LOTE N 2 VIA CHICHCIMENE  FRENTE  FINCA SAN ANTONIO    LOMA DE TIGRE,No registra,2,2,HERIDOS,0,CHOQUE,12,7,2023,False,Sin mortalidad
2023-07-14,CALLE 12 CARRERA 24   DORADO,DORADO,2,2,HERIDOS,0,CHOQUE,14,7,2023,False,Sin mortalidad
2023-07-16,KILOMETRO 2 VIA VAQUEROS -CHICHIMENE     SAN ISIDRO DE CHICHIMENE,No registra,2,2,HERIDOS,0,CHOQUE,16,7,2023,False,Sin mortalidad
2023-07-18,CALLE 23 N-19-03   ARAGUANEY,No registra,2,2,HERIDOS,0,CHOQUE,18,7,2023,False,Sin mortalidad
2023-07-21,KILOMETRO 1 FINCA PORVENIR   VEREDA SAN NICOLAS,No registra,2,1,HERIDOS,0,CHOQUE,21,7,2023,False,Sin mortalidad
2023-07-19,CALLE 18 CARRERA 5   POPULAR,POPULAR,2,1,HERIDOS,0,CHOQUE,19,7,2023,False,Sin mortalidad
2023-07-22,CALLE 10A CARRERA 25  B/EVEREST,No registra,3,1,HERIDOS,0,CHOQUE,22,7,2023,False,Sin mortalidad
2023-07-24,CALLE 12 CARRERA 33   SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,24,7,2023,False,Sin mortalidad
2023-07-26,KILOMETRO 4 DSDE COLEGIO JUAN ROZO VIA GRAVICON,No registra,2,0,DAÃOS MATERIALES,0,CHOQUE,26,7,2023,False,Sin mortalidad
2023-07-28,CALLE 11 CRA 27 -36    LAS ACACIAS,LAS ACACIAS,2,1,HERIDOS,0,CHOQUE,28,7,2023,False,Sin mortalidad
2023-08-02,CALLE 23 CARRERA 24   LA TIZA,LA TIZA,2,1,HERIDOS,0,CHOQUE,2,8,2023,False,Sin mortalidad
2023-08-03,CARRERA 17 CALLE  21-49  B/ARAGUANEY,No registra,2,0,HERIDOS,0,CHOQUE,3,8,2023,False,Sin mortalidad
2023-08-06,DIAGONAL 15 N: 32-20    VILLA CASTILLA,VILLA CASTILLA,2,0,DAÃOS MATERIALES,0,CHOQUE,6,8,2023,False,Sin mortalidad
2023-08-04,CARRERA 23 N. 18-63    MANCERA,MANCERA,3,1,HERIDOS,0,CHOQUE,4,8,2023,False,Sin mortalidad
2023-08-12,CALLE 14 CARRERA 35-23   INDEPENDENCIA,INDEPENDENCIA,2,1,HERIDOS,0,CHOQUE,12,8,2023,False,Sin mortalidad
2023-08-16,CALLE 14 CARRERA 21   SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,16,8,2023,False,Sin mortalidad
2023-08-18,KILOMETRO 3+700MTS VIA ACACIAS  VEREDA LA ESMERALDA     ESMERALDA,No registra,2,3,HERIDOS,0,CHOQUE,18,8,2023,False,Sin mortalidad
2023-08-20,KILOMETRO 3+100 MTS      ESMERALDA,No registra,2,1,MUERTOS,1,CHOQUE,20,8,2023,True,Con mortalidad
2023-08-20,KILOMETRO 22+450 MTS VIA DINAMARCA,No registra,2,1,HERIDOS,0,CHOQUE,20,8,2023,False,Sin mortalidad
2023-08-22,CARRERA 31 CALLE 16   BACHUE,BACHUE,2,2,HERIDOS,0,CHOQUE,22,8,2023,False,Sin mortalidad
2023-08-26,CALLE 11 CARRERA 25   DORADO,DORADO,2,1,HERIDOS,0,CHOQUE,26,8,2023,False,Sin mortalidad
2023-09-07,CARRERA 23 # 23-30 EDS MARIA ALEJANDRA    SIN INFORMACIÃN DEL BARRIO,No registra,2,0,MUERTOS,1,CHOQUE,7,9,2023,True,Con mortalidad
2023-09-09,CARRERA 30 CALLE 10A BARRIO PANORAMA II,No registra,2,3,HERIDOS,0,CHOQUE,9,9,2023,False,Sin mortalidad
2023-09-11,AVENIDA 23 CARRERA 30   SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,11,9,2023,False,Sin mortalidad
2023-09-07,CARRERA 29 # 18A-40     SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,7,9,2023,False,Sin mortalidad
2023-09-08,CARRERA 13 #  12.44    JUAN MELLAO,JUAN MELLAO,2,1,HERIDOS,0,CHOQUE,8,9,2023,False,Sin mortalidad
2023-09-16,AVENIDA 23 CARRERA 15   SIN INFORMACIÃN DEL BARRIO,No registra,2,2,HERIDOS,0,CHOQUE,16,9,2023,False,Sin mortalidad
2023-09-16,CALLE 19 N 29A-34    SIN INFORMACIÃN DEL BARRIO,No registra,2,5,HERIDOS,0,CHOQUE,16,9,2023,False,Sin mortalidad
2023-09-18,CARRERA 23 FRENTE ALA BIBLIOTECA MUNICIPAL    SIN INFORMACIÃN DEL BARRIO,No registra,1,1,HERIDOS,0,ATROPELLO,18,9,2023,False,Sin mortalidad
2023-09-27,KILOMETRO 1+100 MTS DESDE JUAN ROZO VIA DINAMARCA     SANTA TERESITA,No registra,2,2,HERIDOS,0,CHOQUE,27,9,2023,False,Sin mortalidad
2023-09-28,CALLE 18 CARRERA 18   SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,28,9,2023,False,Sin mortalidad
2023-10-01,KILOMETRO 1 VIA ANTIGUA GUAMAL    RANCHO GRANDE,No registra,1,0,MUERTOS,1,CHOQUE,1,10,2023,True,Con mortalidad
2023-10-02,CALLE 16 CARRERA 27   EL BOSQUE,EL BOSQUE,2,3,HERIDOS,0,CHOQUE,2,10,2023,False,Sin mortalidad
2023-10-05,KILOMETRO 8 VIA VAQUEROS CLUB  CHICHIMENE     SAN ISIDRO DE CHICHIMENE,No registra,2,0,MUERTOS,1,CHOQUE,5,10,2023,True,Con mortalidad
2023-10-04,KILOMETRO 45+340 MTS      LA CECILITA,No registra,2,1,HERIDOS,0,CHOQUE,4,10,2023,False,Sin mortalidad
2023-10-05,CALLE 11 N 27 -19   LAS ACACIAS,LAS ACACIAS,2,2,HERIDOS,0,CHOQUE,5,10,2023,False,Sin mortalidad
2023-10-07,KILOMETRO 14 VIA  Dinamrca     MONTELIBANO BAJO,No registra,2,0,MUERTOS,1,CHOQUE,7,10,2023,True,Con mortalidad
2023-10-11,CALLE 11 CARRERA 38   INDEPENDENCIA,INDEPENDENCIA,2,2,HERIDOS,0,CHOQUE,11,10,2023,False,Sin mortalidad
2023-10-13,KILOMETRO 46+970 MTS VIA VILLAVICENCIO GRANADA  SECTOR CODE SOLA,No registra,2,0,MUERTOS,2,CHOQUE,13,10,2023,True,Con mortalidad
2023-10-14,CALLE 41 ENTRE LA DIAGONAL 15 Y AVENIDA 23  FRENTE ALA  NORMAL SUPERIOR,No registra,1,1,HERIDOS,0,ATROPELLO,14,10,2023,False,Sin mortalidad
2023-10-15,CALLE 14 CARRERA 34   BACHUE,BACHUE,2,1,HERIDOS,0,CHOQUE,15,10,2023,False,Sin mortalidad
2023-10-16,CARRERA 23 N . 27-33 VILLA CLAUDIA BARRIO,No registra,1,3,HERIDOS,0,ATROPELLO,16,10,2023,False,Sin mortalidad
2023-10-19,AVENIDA 23 N 33-25   SIN INFORMACIÃN DEL BARRIO,No registra,2,2,HERIDOS,0,CHOQUE,19,10,2023,False,Sin mortalidad
2023-10-21,CALLE 15 CARRERA 17   CENTRO,CENTRO,2,1,HERIDOS,0,CHOQUE,21,10,2023,False,Sin mortalidad
2023-10-22,AVENIDA 23 CALLE  11   SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,22,10,2023,False,Sin mortalidad
2023-10-23,DIAGONAL 15 CARRRA  26A   SIN INFORMACIÃN DEL BARRIO,No registra,1,2,HERIDOS,0,OTRO,23,10,2023,False,Sin mortalidad
2023-10-23,KILOMETRO 24+450 MTS     VÃA ACACÃAS-DINAMARCA,VÃA ACACÃAS-DINAMARCA,2,3,HERIDOS,0,CHOQUE,23,10,2023,False,Sin mortalidad
2023-10-29,CALLE 19 CARRERA 16   SAN CRISTOBAL,SAN CRISTOBAL,1,1,HERIDOS,0,ATROPELLO,29,10,2023,False,Sin mortalidad
2023-10-29,KILOMETRO 1 VIA CRUCE VAQUEROS CHICHIMENE    LOMA DE TIGRE,No registra,2,1,HERIDOS,0,CHOQUE,29,10,2023,False,Sin mortalidad
2023-10-31,CALLE 14 N 26 -29  BARRIO SAN JOSE,No registra,2,2,HERIDOS,0,CHOQUE,31,10,2023,False,Sin mortalidad
2023-10-31,CALLE 14 CARRERA 23   COOPERATIVO,COOPERATIVO,1,1,MUERTOS,1,ATROPELLO,31,10,2023,True,Con mortalidad
2023-11-01,CALLE 18 CARRERA 19   MANCERA,MANCERA,2,1,HERIDOS,0,CHOQUE,1,11,2023,False,Sin mortalidad
2023-11-02,KILOMETRO 3 VIA ACACIAS  DINAMARCA,No registra,2,2,HERIDOS,0,CHOQUE,2,11,2023,False,Sin mortalidad
2023-11-04,CARRERA 33 CALLE 16C   BACHUE,BACHUE,2,2,HERIDOS,0,CHOQUE,4,11,2023,False,Sin mortalidad
2023-11-03,CALLE 10A CARRERA 28   SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,3,11,2023,False,Sin mortalidad
2023-11-06,CARRERA 17 N 16-32    SIN INFORMACIÃN DEL BARRIO,No registra,2,2,HERIDOS,0,CHOQUE,6,11,2023,False,Sin mortalidad
2023-11-18,AVENIDA 23 N 27B-30    SIN INFORMACIÃN DEL BARRIO,No registra,2,1,HERIDOS,0,CHOQUE,18,11,2023,False,Sin mortalidad
2023-11-16,KILOMETRO 52+260 MTS     VÃA GRANADA-VILLAVICENCIO,Afueras de la ciudad,2,5,HERIDOS,0,CHOQUE,16,11,2023,False,Sin mortalidad
2023-11-18,CALLE 14 N. 18-56    CENTRO,CENTRO,2,1,HERIDOS,0,CHOQUE,18,11,2023,False,Sin mortalidad
2023-11-27,CALLE 14 CARRERA 33   SIN INFORMACIÃN DEL BARRIO,No registra,2,0,MUERTOS,1,CHOQUE,27,11,2023,True,Con mortalidad
2023-11-27,CALLE 19 CARRERA 18   MANCERA,MANCERA,2,1,HERIDOS,0,CHOQUE,27,11,2023,False,Sin mortalidad
2023-11-28,AVENIDA 23 CALLE 19   ATAHUALPA,ATAHUALPA,2,1,HERIDOS,0,CHOQUE,28,11,2023,False,Sin mortalidad
2023-11-29,KILOMETRO 18+850 MTS VIA ACACIAS -SAN CARLOS DE GUAROA     SANTA ROSA,No registra,2,1,HERIDOS,0,CHOQUE,29,11,2023,False,Sin mortalidad
2023-12-02,CARRERA 23 N 14-30    COOPERATIVO,COOPERATIVO,2,2,HERIDOS,0,CHOQUE,2,12,2023,False,Sin mortalidad
2023-12-03,CALLE 17 N .8 -57   B/PALERMO,No registra,2,2,HERIDOS,0,CHOQUE,3,12,2023,False,Sin mortalidad
2023-12-01,CALLE 12 CARRERA 28   SAMAN,SAMAN,2,2,HERIDOS,0,CHOQUE,1,12,2023,False,Sin mortalidad
2023-12-01,CALLE 12 N 32 -54    NUTIVARA,NUTIVARA,1,1,HERIDOS,0,ATROPELLO,1,12,2023,False,Sin mortalidad
2023-12-02,CARRERA 18 CALLE  7   BALCONES DE SANTA ISABEL,BALCONES DE SANTA ISABEL,1,2,HERIDOS,0,ATROPELLO,2,12,2023,False,Sin mortalidad
2023-12-06,CALLE 15 CARRERA  29   SIN INFORMACIÃN DEL BARRIO,No registra,2,3,HERIDOS,0,CHOQUE,6,12,2023,False,Sin mortalidad
2023-12-08,CALLE 14 CARRERA 12   JUAN MELLAO,JUAN MELLAO,2,2,HERIDOS,0,CHOQUE,8,12,2023,False,Sin mortalidad
2023-12-08,CARRERA 14 CALLE  17   SAN CRISTOBAL,SAN CRISTOBAL,2,2,HERIDOS,0,CHOQUE,8,12,2023,False,Sin mortalidad
2023-12-19,CARRERA 23 CALLE  21A   LA TIZA,LA TIZA,2,2,HERIDOS,0,CHOQUE,19,12,2023,False,Sin mortalidad
2023-12-22,CARRERA 23 N .9 -15    PABLO EMILIO RIVEROS,PABLO EMILIO RIVEROS,1,0,MUERTOS,1,CHOQUE,22,12,2023,True,Con mortalidad
2023-12-18,AVENIDA 23 N.27-06    DON BOSCO,DON BOSCO,3,2,HERIDOS,0,CHOQUE,18,12,2023,False,Sin mortalidad
2023-12-22,CARRERA 24 CALLE  45179 EVEREST,No registra,1,1,HERIDOS,0,ATROPELLO,22,12,2023,False,Sin mortalidad
2023-12-25,CALLE 13 CARRERA  20   COOPERATIVO,COOPERATIVO,2,1,HERIDOS,0,CHOQUE,25,12,2023,False,Sin mortalidad
2023-12-24,AVENIDA 23 CARRERA 27A  VIILA  CLAUDIA,No registra,1,1,HERIDOS,0,CHOQUE,24,12,2023,False,Sin mortalidad
2023-12-24,CARRERA 14 N. 9-103   LA UNION,LA UNION,1,1,HERIDOS,0,OTRO,24,12,2023,False,Sin mortalidad
2023-12-30,AVENIDA 23 N. 27B-30 SAIN THOMAS,No registra,2,1,HERIDOS,0,CHOQUE,30,12,2023,False,Sin mortalidad
2023-12-30,CALLE 18 CARRERA 18   MANCERA,MANCERA,2,3,HERIDOS,0,CHOQUE,30,12,2023,False,Sin mortalidad
2022-01-01,CALLE 9 CARRERA  22   PABLO EMILIO RIVEROS,PABLO EMILIO RIVEROS,2,0,DAÃOS MATERIALES,0,CHOQUE,1,1,2022,False,Sin mortalidad
2022-01-02,CARRERA 23 CALLE  17   COOPERATIVO,COOPERATIVO,2,2,HERIDOS,0,CHOQUE,2,1,2022,False,Sin mortalidad
2022-01-03,KILOMETRO 1+700 MTS RURAL     LOMA DE TIGRE,No registra,2,1,HERIDOS,0,CHOQUE,3,1,2022,False,Sin mortalidad
2022-01-05,AVENIDA 23 CARRERA  27   LOS OLIVOS,LOS OLIVOS,2,1,HERIDOS,0,CHOQUE,5,1,2022,False,Sin mortalidad
2022-01-07,CARRERA 23 # 14 53   COOPERATIVO,COOPERATIVO,4,0,DAÃOS MATERIALES,0,CHOQUE,7,1,2022,False,Sin mortalidad
2022-01-16,CARRERA 23 #14 27   SAN JOSÃ,SAN JOSÃ,2,0,DAÃOS MATERIALES,0,CHOQUE,16,1,2022,False,Sin mortalidad
2022-01-10,KILOMETRO 1+700 MTS     VÃA ACACÃAS-GUAMAL,VÃA ACACÃAS-GUAMAL,2,0,HERIDOS,0,CHOQUE,10,1,2022,False,Sin mortalidad
2022-01-14,CARRERA 49 CALLE 20   BRISAS DE LA COLINA,BRISAS DE LA COLINA,2,0,HERIDOS,0,CHOQUE,14,1,2022,False,Sin mortalidad
2022-01-17,KILOMETRO 15+9 MTS     VÃA ACACÃAS-DINAMARCA,VÃA ACACÃAS-DINAMARCA,2,0,DAÃOS MATERIALES,0,CHOQUE,17,1,2022,False,Sin mortalidad
2022-01-19,CARRERA 14 CALLE 26   GUARATARA II,GUARATARA II,2,0,DAÃOS MATERIALES,0,CHOQUE,19,1,2022,False,Sin mortalidad
